id,alpha,theta,alpha_dot,theta_dot,time
0,-0.027611654181941336,-0.0337475773334841,155.69917148867816,-1.5339807878857354,0.00037932395935058594
1,-0.027611654181941336,-0.0337475773334841,124.55933719094254,-1.2271846303085883,0.0006580352783203125
2,-0.027611654181941336,-0.0337475773334841,99.64746975275403,-0.9817477042468707,0.0043392181396484375
3,-0.027611654181941336,-0.0337475773334841,79.71797580220323,-0.7853981633974967,0.008341312408447266
4,-0.027611654181941336,-0.0337475773334841,63.774380641762576,-0.6283185307179973,0.012319564819335938
5,-0.027611654181941336,-0.0337475773334841,51.019504513410055,-0.5026548245743978,0.01632094383239746
6,-0.027611654181941336,-0.0337475773334841,40.81560361072805,-0.40212385965951847,0.020343303680419922
7,-0.03067961575771294,-0.0337475773334841,32.49908480979386,-0.3216990877276149,0.024349689483642578
8,-0.03067961575771294,-0.0337475773334841,25.999267847835085,-0.2573592701820919,0.028328895568847656
9,-0.03067961575771294,-0.0337475773334841,20.799414278268074,-0.2058874161456734,0.03232002258300781
10,-0.03067961575771294,-0.0337475773334841,16.639531422614454,-0.16470993291653868,0.036342620849609375
11,-0.03067961575771294,-0.0337475773334841,13.311625138091557,-0.13176794633323108,0.04031991958618164
12,-0.03067961575771294,-0.0337475773334841,10.649300110473234,-0.10541435706658486,0.04432177543640137
13,-0.03067961575771294,-0.0337475773334841,8.519440088378559,-0.08433148565326798,0.048337697982788086
14,-0.03067961575771294,-0.0337475773334841,6.815552070702864,-0.0674651885226143,0.052337646484375
15,-0.03067961575771294,-0.0337475773334841,5.452441656562286,-0.05397215081809148,0.056321144104003906
16,-0.027611654181941336,-0.0337475773334841,4.515351404038427,-0.04317772065447345,0.06033611297607422
17,-0.027611654181941336,-0.0337475773334841,3.6122811232307583,-0.034542176523578494,0.06435680389404297
18,-0.027611654181941336,-0.0337475773334841,2.8898248985846067,-0.027633741218862973,0.06832718849182129
19,-0.024543692606170175,-0.0337475773334841,2.4652579976562095,-0.022106992975090334,0.0723271369934082
20,-0.024543692606170175,-0.0337475773334841,1.9722063981249676,-0.017685594380072223,0.07633614540100098
21,-0.024543692606170175,-0.0337475773334841,1.5777651184999684,-0.014148475504057734,0.08033204078674316
22,-0.024543692606170175,-0.0337475773334841,1.2622120947999633,-0.011318780403246187,0.08433747291564941
23,-0.024543692606170175,-0.0337475773334841,1.0097696758399763,-0.009055024322597083,0.08834457397460938
24,-0.024543692606170175,-0.0337475773334841,0.8078157406719697,-0.007244019458077844,0.09234404563903809
25,-0.024543692606170175,-0.0337475773334841,0.6462525925375928,-0.005795215566462231,0.09631872177124023
26,-0.024543692606170175,-0.0337475773334841,0.5170020740300743,-0.004636172453169829,0.10031914710998535
27,-0.024543692606170175,-0.0337475773334841,0.41360165922404235,-0.0037089379625361296,0.10431981086730957
28,-0.024543692606170175,-0.0337475773334841,0.33088132737924525,-0.002967150370028815,0.10831689834594727
29,-0.024543692606170175,-0.0337475773334841,0.26470506190338483,-0.0023737202960230075,0.11231732368469238
30,-0.024543692606170175,-0.0337475773334841,0.21176404952271355,-0.0018989762368184504,0.11632061004638672
31,-0.024543692606170175,-0.03681553890925539,0.16941123961817084,-0.15491725977801907,0.12036275863647461
32,-0.024543692606170175,-0.03681553890925539,0.13552899169454236,-0.12393380782241525,0.12431812286376953
33,-0.024543692606170175,-0.03681553890925539,0.10842319335563388,-0.09914704625793225,0.12831735610961914
34,-0.024543692606170175,-0.03681553890925539,0.08673855468450142,-0.07931763700634553,0.13232016563415527
35,-0.024543692606170175,-0.03681553890925539,0.06939084374758409,-0.06345410960507647,0.13631916046142578
36,-0.024543692606170175,-0.03681553890925539,0.05551267499808432,-0.05076328768406113,0.14032506942749023
37,-0.024543692606170175,-0.03681553890925539,0.04441013999846177,-0.04061063014724886,0.14431524276733398
38,-0.027611654181941336,-0.03681553890925539,-0.1178699667897547,-0.03248850411779891,0.14834260940551758
39,-0.027611654181941336,-0.03681553890925539,-0.0942959734318265,-0.025990803294239084,0.15237951278686523
40,-0.027611654181941336,-0.03681553890925539,-0.07543677874545551,-0.02079264263539149,0.15632939338684082
41,-0.027611654181941336,-0.039883500485026674,-0.06034942299635304,-0.17003219289687732,0.16031956672668457
42,-0.027611654181941336,-0.039883500485026674,-0.04827953839708243,-0.13602575431750163,0.1643209457397461
43,-0.03067961575771294,-0.039883500485026674,-0.19202170950626396,-0.10882060345400135,0.1683187484741211
44,-0.03067961575771294,-0.039883500485026674,-0.15361736760502254,-0.08705648276320099,0.17234230041503906
45,-0.03067961575771294,-0.039883500485026674,-0.1228938940840294,-0.0696451862105607,0.17631864547729492
46,-0.0337475773334841,-0.039883500485026674,-0.25171319405578174,-0.055716148968448564,0.18031907081604004
47,-0.0337475773334841,-0.039883500485026674,-0.20137055524460834,-0.04457291917475881,0.18431377410888672
48,-0.0337475773334841,-0.039883500485026674,-0.16109644419569236,-0.03565833533980678,0.18831849098205566
49,-0.03681553890925526,-0.039883500485026674,-0.2822752341451178,-0.028526668271845468,0.1923360824584961
50,-0.03681553890925526,-0.04295146206079795,-0.22582018731611697,-0.1762194134060402,0.19632959365844727
51,-0.03988350048502687,-0.04295146206079795,-0.33405422864146317,-0.14097553072483215,0.20034003257751465
52,-0.03988350048502687,-0.04295146206079795,-0.26724338291316485,-0.11278042457986581,0.20431900024414062
53,-0.04295146206079803,-0.04295146206079795,-0.3671927851191015,-0.09022433966389265,0.2083277702331543
54,-0.04601942363656919,-0.04295146206079795,-0.44715230688382235,-0.07217947173111394,0.21234726905822754
55,-0.04601942363656919,-0.04295146206079795,-0.3577218455070579,-0.05774357738489133,0.2163243293762207
56,-0.04908738521234035,-0.04601942363656923,-0.4395755551942102,-0.19959294069647715,0.22031402587890625
57,-0.052155346788111956,-0.04601942363656923,-0.5050585229439548,-0.159674352557182,0.22432446479797363
58,-0.052155346788111956,-0.04601942363656923,-0.4040468183551411,-0.1277394820457456,0.22833514213562012
59,-0.05522330836388312,-0.04601942363656923,-0.47663553347268817,-0.10219158563659647,0.23232460021972656
60,-0.05829126993965428,-0.04908738521234052,-0.5347065055667031,-0.23515134729784126,0.23633503913879395
61,-0.06135923151542544,-0.04908738521234052,-0.5811632832419207,-0.18812107783827292,0.24034476280212402
62,-0.06442719309119704,-0.04908738521234052,-0.6183287053821118,-0.15049686227061843,0.24432611465454102
63,-0.0674951546669682,-0.0521553467881118,-0.648061043094259,-0.2737955686050588,0.24832391738891602
64,-0.07056311624273937,-0.0521553467881118,-0.6718469132639768,-0.21903645488404733,0.2523171901702881
65,-0.07363107781851097,-0.0521553467881118,-0.6908756093997397,-0.17522916390723786,0.2563321590423584
66,-0.07669903939428213,-0.05522330836388308,-0.7060985663083841,-0.2935814099143541,0.2603182792663574
67,-0.08283496254582445,-0.05522330836388308,-0.871675010623818,-0.2348651279314833,0.2643158435821533
68,-0.08590292412159606,-0.05829126993965436,-0.850738087287624,-0.3412901811337501,0.26831650733947754
69,-0.09203884727313838,-0.05829126993965436,-0.9873866274072043,-0.27303214490700034,0.27233386039733887
70,-0.09510680884890954,-0.06135923151542565,-0.943307380714316,-0.3718237947141647,0.2763400077819824
71,-0.1012427320004523,-0.06135923151542565,-1.0614420621486147,-0.29745903577133204,0.280315637588501
72,-0.10737865515199507,-0.06442719309119693,-1.1559498072960253,-0.39136530740563025,0.28434181213378906
73,-0.1135145783035374,-0.06442719309119693,-1.231556003413914,-0.31309224592450446,0.2883429527282715
74,-0.11658253987930856,-0.0674951546669682,-1.1386428815197007,-0.40387187552816695,0.29236316680908203
75,-0.12578642460662248,-0.07056311624273949,-1.3711085415814352,-0.47649557921109764,0.29634571075439453
76,-0.13192234775816525,-0.07363107781851078,-1.4036829908422988,-0.5345945421574423,0.3003501892089844
77,-0.13805827090970757,-0.07363107781851078,-1.4297425502509498,-0.4276756337259542,0.3043384552001953
78,-0.1472621556370215,-0.07669903939428206,-1.6039882765664686,-0.4955385857693275,0.30835509300231934
79,-0.15339807878856426,-0.07976700097005335,-1.5899867788303084,-0.5498289474040261,0.3123636245727539
80,-0.16260196351587775,-0.08283496254582462,-1.7321836594299498,-0.593261236711784,0.31634044647216797
81,-0.17180584824319167,-0.0859029241215959,-1.8459411639096288,-0.6280070681579915,0.3203401565551758
82,-0.1810097329705056,-0.08897088569736719,-1.9369471674934005,-0.6558037333149573,0.3243584632873535
83,-0.19021361769781953,-0.09510680884890975,-2.009751970360412,-0.8314391442290945,0.328338623046875
84,-0.2024854640009046,-0.09817477042468103,-2.221393891442574,-0.81854939417184,0.33234715461730957
85,-0.21168934872821854,-0.10124273200045232,-2.2373093495197622,-0.8082375941260365,0.33636021614074707
86,-0.22396119503130363,-0.10737865515199488,-2.4034397947700654,-0.953386232877957,0.34038710594177246
87,-0.23623304133438872,-0.11044661672776616,-2.536344150970308,-0.9161070650909293,0.34433817863464355
88,-0.25157284921324496,-0.11658253987930872,-2.796065714719049,-1.0396818096498714,0.34835124015808105
89,-0.2638446955163305,-0.11965050145508001,-2.850444886929523,-0.9851435265084616,0.35234642028808594
90,-0.27918450339518674,-0.12578642460662257,-3.047346303486421,-1.094910978783898,0.3563673496246338
91,-0.294524311274043,-0.13192234775816514,-3.2048674367319734,-1.1827249406042464,0.36035990715026855
92,-0.31293208072867085,-0.1380582709097077,-3.484282422116962,-1.2529761100605254,0.3643484115600586
93,-0.3282718886075271,-0.14419419406125028,-3.554416331636361,-1.3091770456255496,0.3683638572692871
94,-0.34667965806215495,-0.15033011721279282,-3.763921538040506,-1.354137794077566,0.3723418712615967
95,-0.36815538909255396,-0.1564660403643354,-4.084923781952341,-1.390106392839181,0.3763604164123535
96,-0.3865631585471814,-0.16260196351587797,-4.188327498293262,-1.4188812718484742,0.38033485412597656
97,-0.4080388895775804,-0.16873788666742054,-4.424448550154523,-1.441901175055908,0.3843362331390381
98,-0.4295146206079794,-0.17794177139473438,-4.613345391643577,-1.6137151764104178,0.3883504867553711
99,-0.4540583132141496,-0.18407769454627693,-4.917860943623339,-1.5977682987054633,0.3923366069793701
100,-0.4786020058203202,-0.1932815792735908,-5.161473385207216,-1.7384088753300633,0.3963968753814697
101,-0.5031456984264904,-0.19941750242513334,-5.356363338474296,-1.697523257841178,0.40033578872680664
102,-0.5276893910326605,-0.2086213871524472,-5.512275301087925,-1.818212842638637,0.40433716773986816
103,-0.5553010452146019,-0.21475731030398976,-5.790402949967415,-1.7613664316880353,0.40833568572998047
104,-0.5829126993965437,-0.2239611950313036,-6.01290506907101,-1.8692873817161217,0.412355899810791
105,-0.6135923151542566,-0.23316507975861744,-6.344304843142453,-1.9556241417385891,0.41635775566101074
106,-0.6442719309119691,-0.23930100291016002,-6.609424662399576,-1.8712954709679988,0.4203355312347412
107,-0.6780195082454532,-0.24850488763747386,-6.974918596593895,-1.9572306131400925,0.42435741424560547
108,-0.7086991240031661,-0.25770877236478773,-7.1139156651607465,-2.025978726877769,0.4283437728881836
109,-0.7424467013366502,-0.2638446955163303,-7.3785113988028,-1.9275791390793415,0.43233656883239746
110,-0.7792622402459055,-0.27304858024364415,-7.743586064504996,-2.002257547629167,0.43636393547058105
111,-0.8160777791551612,-0.2791845033951867,-8.035645797066778,-1.9086021956804604,0.44035887718200684
112,-0.8528933180644165,-0.28838838812250056,-8.269293583116195,-1.9870759929100625,0.4443368911743164
113,-0.8927768185494434,-0.2945243112740431,-8.609609890744295,-1.8964569519051757,0.44834327697753906
114,-0.9357282806102409,-0.303728196001357,-9.035261015635314,-1.9773597978898358,0.45233893394470215
115,-0.9756117810952678,-0.3098641191528995,-9.22238383675959,-1.8886839958889965,0.45638036727905273
116,-1.0185632431560658,-0.31600004230444206,-9.525480172447587,-1.817743354288325,0.4603452682495117
117,-1.064582666792635,-0.32213596545598466,-9.921355319786514,-1.7609908410077892,0.4643557071685791
118,-1.1106020904292042,-0.32520392703175593,-10.238055437657678,-1.5621907515947981,0.46834635734558105
119,-1.1566215140657734,-0.3313398501832985,-10.491415531954601,-1.556548758852962,0.4723360538482666
120,-1.2087768608538851,-0.33440781175906975,-11.000899764969262,-1.398637085870936,0.47634005546569824
121,-1.2578642460662257,-0.3374757733348411,-11.25508907259244,-1.272307747485316,0.48034095764160156
122,-1.3100195928543377,-0.34054373491061235,-11.611838597479547,-1.1712442767768163,0.48433876037597656
123,-1.3652429012182206,-0.3436116964863836,-12.050636296177785,-1.0903935002100162,0.4883408546447754
124,-1.4204662095821037,-0.3436116964863836,-12.401674455136373,-0.872314800168013,0.4923384189605713
125,-1.4787574795217582,-0.3436116964863836,-12.835903061091827,-0.6978518401344083,0.49636220932006836
126,-1.5370487494614125,-0.34054373491061235,-13.183285945856184,-0.40488339331896483,0.5003871917724609
127,-1.5984079809768381,-0.34054373491061235,-13.614590332456231,-0.3239067146551733,0.5043694972991943
128,-1.662835174068035,-0.33440781175906975,-14.113031920524818,0.047670785852989894,0.5083565711975098
129,-1.727262367159232,-0.3313398501832985,-14.511785190979722,0.19153470747095724,0.5123677253723145
130,-1.7947575218262002,-0.32520392703175593,-14.984185886132181,0.46002392355389077,0.51633620262146
131,-1.8622526764931684,-0.31600004230444206,-15.362106442254152,0.8282133752088079,0.5203373432159424
132,-1.9358837543116791,-0.303728196001357,-15.971239044728854,1.2761630153212984,0.5243716239929199
133,-2.00951483213019,-0.29145634969827183,-16.45854512670863,1.634522727411298,0.5283586978912354
134,-2.089281833100243,-0.2791845033951867,-17.155186149869564,1.9212104970832957,0.5323398113250732
135,-2.1690488340702965,-0.260776733940559,-17.71249896839832,2.457356870398021,0.5363359451293945
136,-2.2518837966161214,-0.23930100291016002,-18.3117473020099,3.0396720478383674,0.5403392314910889
137,-2.337786720737717,-0.21475731030398976,-18.944544047687707,3.6589222685792056,0.5443806648254395
138,-2.4298255680108554,-0.18714565612204823,-19.757577601807093,4.307720523960441,0.5483438968658447
139,-2.5249323768597653,-0.15339807878856412,-20.56140252389116,5.133555285842558,0.5523550510406494
140,-2.6261751088602177,-0.11658253987930872,-21.511258619135546,5.947621174136816,0.5563828945159912
141,-2.730485802436441,-0.07363107781851078,-22.424541574119626,6.90567004234935,0.5603427886962891
142,-2.8409324191642074,-0.02454369260617026,-23.46196409568401,7.9789052944965055,0.5643398761749268
143,-2.9544469974677448,0.02761165418194154,-24.44530019172408,8.990891575002793,0.56833815574646
144,-3.0710295373470538,0.0859029241215959,-25.385367147344695,10.107276756984954,0.5723361968994141
145,3.0925052683774528,0.14112623248547898,-26.290818790629757,10.846986823782117,0.5763366222381592
146,2.975922728498144,0.19941750242513334,-26.861782026469243,11.59215295600841,0.5803415775299072
147,2.8624081501946064,0.25157284921324513,-27.16515453635227,11.881489704212319,0.584359884262085
148,2.7550294950426117,0.2975922728498144,-27.10105638668156,11.806162945198317,0.5883474349975586
149,2.650718801466388,0.34054373491061235,-26.896379788156423,11.592503459198552,0.5923371315002441
150,2.552544031041707,0.3773592738198677,-26.425842351759194,11.114779712821608,0.5963654518127441
151,2.4605051837685687,0.40803888957758055,-25.742616245064276,10.42580455814293,0.6003377437591553
152,2.371534298071201,0.4325825821837508,-25.042637280919784,9.567828276822853,0.6043400764465332
153,2.285631373949605,0.45712627478992107,-24.329256030815618,8.881447251766797,0.6083354949951172
154,2.205864372979552,0.47553404424454876,-23.451754873155163,8.025546274144823,0.612339973449707
155,2.12916533358527,0.4908738521234052,-22.596355868238227,7.187427413258678,0.6163349151611328
156,2.0555342557667586,0.5031456984264903,-21.75863858551613,6.363534245761198,0.6203403472900391
157,1.981903177948248,0.5154175447295755,-21.088464759338443,5.704419711763219,0.6243593692779541
158,1.91440802328128,0.5246214294568893,-20.24552954081917,5.023730005776265,0.6283555030822754
159,1.8469128686143117,0.5307573526084318,-19.57118136600375,4.325780162198139,0.6323394775390625
160,1.782485675523115,0.5338253141842031,-18.87830474736284,3.614022208547077,0.6363611221313477
161,1.7211264440076892,0.5368932757599744,-18.17060537366155,3.044615845626229,0.6403610706329346
162,1.662835174068035,0.5399612373357456,-17.451047795911975,2.5890907552895435,0.6443383693695068
163,1.6045439041283807,0.5399612373357456,-16.875401733712295,2.071272604231634,0.6483523845672607
164,1.549320595764497,0.5399612373357456,-16.26148680516399,1.6570180833853065,0.652362585067749
165,1.497165248976386,0.5399612373357456,-15.616956783536779,1.3256144667082452,0.656414270401001
166,1.445009902188274,0.5368932757599744,-15.101332766235018,0.9070934945780316,0.6603941917419434
167,1.3959225169759337,0.5338253141842031,-14.535435473605048,0.5722767168738621,0.6643905639648438
168,1.3468351317635925,0.5307573526084318,-14.08271763950107,0.30442329471052787,0.6683683395385742
169,1.3008157081270237,0.5246214294568893,-13.567145293429306,-0.06325752180870481,0.6723816394805908
170,1.2578642460662257,0.521553467881118,-13.001289337783362,-0.20400409623552207,0.6763591766357422
171,1.2149127840054277,0.5154175447295755,-12.548604573266587,-0.46999943456554405,0.6803851127624512
172,1.1750292835204013,0.5092816215780329,-12.033058682864592,-0.6827957052295623,0.6843843460083008
173,1.1351457830353748,0.5031456984264903,-11.620621970543013,-0.8530327217607834,0.6883628368377686
174,1.0983302441261191,0.4970097752749477,-11.137274521897183,-0.9892223349857545,0.6923861503601074
175,1.0615147052168634,0.4878058905476339,-10.750596562980505,-1.2515721043542953,0.696387767791748
176,1.0277671278833793,0.4816699673960913,-10.28785611705861,-1.3080538410605662,0.7003858089447021
177,0.9940195505498952,0.4724660826687775,-9.91766376032109,-1.5066373092141419,0.7043890953063965
178,0.9633399347921827,0.4663301595172349,-9.468111796142509,-1.5121060049484463,0.7083563804626465
179,0.9326603190344702,0.46019423636569234,-9.10847022479966,-1.5164809615358834,0.7123737335205078
180,0.9050486648525284,0.45099035163837853,-8.66735888893679,-1.673379005594395,0.7163577079772949
